"","X.3","X.2","X.1","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","year","est","lwr","upr","log_est","se","type"
"203",35,35,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2006,46319939.1186226,32033110.6404827,66978720.3632173,17.6510830768634,0.188167969633208,"index"
"204",36,36,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2010,60474219.7965062,42587333.8058914,85873684.3368725,17.9177277131205,0.17891159090574,"index"
"205",37,37,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2012,57594518.3533441,41864777.7130956,79234352.2539731,17.8689379536607,0.162749189363793,"index"
"206",38,38,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2014,62773805.8349436,45456282.164153,86688803.205968,17.955048439887,0.164690194291096,"index"
"207",39,39,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2016,69898410.9653057,51290116.7935534,95257881.2627863,18.0625534739743,0.157933941609023,"index"
"208",40,40,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2018,67440777.1040576,49310393.5504208,92237317.3061071,18.0267603944868,0.159755463692115,"index"
"209",41,41,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2022,56547677.2253587,40588786.4235554,78781360.1080623,17.8505946849765,0.1691828511307,"index"
"210",42,42,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3",2024,56124138.8676501,39189064.5827652,80377498.0896216,17.8430765607936,0.183252479387007,"index"
"211",43,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1991,19560318.54052,13394448.726041,28564524.6946788,16.789013507741,0.193198755598569,"index"
"212",44,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1994,38410255.4840061,26428305.7152146,55824529.2847994,17.4638350517971,0.190763133827197,"index"
"213",45,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",1997,41538400.5525563,28875841.4562355,59753712.219251,17.5421288718808,0.185520247834038,"index"
"214",46,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2000,31129032.3407021,22191022.7349327,43667056.9916128,17.2536514574728,0.172683312751392,"index"
"215",47,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2002,26474842.9423137,18634326.6933828,37614308.2791972,17.0917055171325,0.179181638515498,"index"
"216",48,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2004,42476966.50069,31113580.090504,57990519.8261456,17.5644725222891,0.158838419503781,"index"
"217",49,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2006,48214532.2150409,34044494.4985854,68282438.9362519,17.6911710318167,0.177550274295614,"index"
"218",50,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2010,63650876.5675529,45269947.7998682,89495002.4181307,17.9689236545548,0.173865280645795,"index"
"219",51,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2012,57368736.0826404,42234505.3679172,77926137.669881,17.8650100453547,0.156258961961269,"index"
"220",52,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2014,56533021.2626471,40899309.8473241,78142699.8404969,17.8503354725205,0.165162078666626,"index"
"221",53,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2016,70396795.2319859,52035135.5100322,95237741.390694,18.0696582978192,0.154201081725524,"index"
"222",54,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2018,64280327.0919523,47351351.8390912,87261720.9554976,17.97876418737,0.15595095760134,"index"
"223",55,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2022,60914444.0236301,44605738.9779797,83185921.2676586,17.9249808806442,0.1589864904425,"index"
"224",56,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1",2024,49677327.7858562,34826500.1940369,70860892.774002,17.7210592056134,0.181212539432077,"index"
"225",1,1,1,1,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1991,10606984.9175005,7296915.29366068,15418587.7884353,16.1770232965483,0.190850977465485,"index"
"226",2,2,2,2,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1994,8568700.60668172,5842714.1045064,12566527.9480846,15.963626657921,0.195371277316669,"index"
"227",3,3,3,3,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1997,4956972.24994062,2972559.34813619,8266133.99732046,15.416305678831,0.260908776786527,"index"
"228",4,4,4,4,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2000,7895304.71185143,4850008.93476138,12852726.1148335,15.8817788004751,0.248620739558451,"index"
"229",5,5,5,5,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2002,11415455.4731647,6998201.50075058,18620873.326644,16.2504787384347,0.249655094048018,"index"
"230",6,6,6,6,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2004,3601706.90004733,2160084.77946449,6005455.30303887,15.09691842996,0.260851936745076,"index"
"231",7,7,7,7,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2006,2750050.00243774,1629751.10663068,4640447.84822572,14.8271296521821,0.266939489961921,"index"
"232",8,8,8,8,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2010,6946434.39034837,4005676.37039005,12046143.0923626,15.7537390485323,0.280880693295063,"index"
"233",9,9,9,9,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2012,2885637.76151386,1741632.36434521,4781092.41717342,14.8752564946772,0.257618571983824,"index"
"234",10,10,10,10,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2014,4459066.40910541,2787476.03766154,7133074.14025078,15.310449976772,0.23969975066825,"index"
"235",11,11,11,11,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2016,3238639.63335223,1994710.03253195,5258301.45918811,14.9906639333507,0.247277341080334,"index"
"236",12,12,12,12,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2018,5499081.0732634,3390041.27523077,8920213.7069158,15.5200915586552,0.246810098350824,"index"
"237",13,13,13,13,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2022,5913652.88150824,3514565.49100678,9950388.03301768,15.5927742833041,0.26548846176152,"index"
"238",14,14,14,14,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2024,3255891.58427056,1860544.35481072,5697703.46034149,14.995976708336,0.285513941073222,"index"
"239",15,15,15,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1991,13071955.5635733,9116926.41009236,18742722.5547064,16.3859796967167,0.18384848433365,"index"
"240",16,16,16,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1994,10038499.4579354,6932994.27187721,14535057.6410736,16.1219382046772,0.188848293072615,"index"
"241",17,17,17,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1997,4275199.35767231,2621272.85171263,6972692.49780698,15.2683412926393,0.249581480817583,"index"
"242",18,18,18,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2000,10128653.025961,6280875.18702672,16333649.2233136,16.1308788985744,0.243810096827077,"index"
"243",19,19,19,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2002,11003101.7286187,6984246.25787483,17334475.7873944,16.213687766344,0.231902286857279,"index"
"244",20,20,20,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2004,5002057.92707883,3157613.94594818,7923889.34624462,15.4253599711361,0.234714900281135,"index"
"245",21,21,21,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2006,3861340.17019002,2338097.0722105,6376958.46213384,15.1665248755327,0.255962323797994,"index"
"246",22,22,22,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2010,5243548.39074521,3111346.17317438,8836946.51631607,15.4725090009248,0.266302320567924,"index"
"247",23,23,23,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2012,3066821.36853349,1938430.71573388,4852065.76131499,14.9361521983397,0.234067007188985,"index"
"248",24,24,24,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2014,5717631.74625454,3711878.07278675,8807216.22443654,15.5590652472467,0.220420745011847,"index"
"249",25,25,25,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2016,4081860.02080668,2547323.95075463,6540817.5605321,15.2220633299478,0.240570438358769,"index"
"250",26,26,26,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2018,5734107.59496391,3527013.55331881,9322331.60252074,15.561942689631,0.247953861152887,"index"
"251",27,27,27,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2022,5818609.1106213,3497886.28641443,9679048.77688577,15.576571806717,0.25964884297406,"index"
"252",28,28,28,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2024,3875428.23955707,2273204.90359803,6606946.87759314,15.1701667280975,0.27218126800706,"index"
"253",29,29,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1991,10606984.9175005,7296915.29366068,15418587.7884353,16.1770232965483,0.190850977465485,"index"
"254",30,30,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1994,8568700.60668172,5842714.1045064,12566527.9480846,15.963626657921,0.195371277316669,"index"
"255",31,31,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",1997,4956972.24994062,2972559.34813619,8266133.99732046,15.416305678831,0.260908776786527,"index"
"256",32,32,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2000,7895304.71185143,4850008.93476138,12852726.1148335,15.8817788004751,0.248620739558451,"index"
"257",33,33,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2002,11415455.4731647,6998201.50075058,18620873.326644,16.2504787384347,0.249655094048018,"index"
"258",34,34,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2004,3601706.90004733,2160084.77946449,6005455.30303887,15.09691842996,0.260851936745076,"index"
"259",35,35,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2006,2750050.00243774,1629751.10663068,4640447.84822572,14.8271296521821,0.266939489961921,"index"
"260",36,36,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2010,6946434.39034837,4005676.37039005,12046143.0923626,15.7537390485323,0.280880693295063,"index"
"261",37,37,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2012,2885637.76151386,1741632.36434521,4781092.41717342,14.8752564946772,0.257618571983824,"index"
"262",38,38,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2014,4459066.40910541,2787476.03766154,7133074.14025078,15.310449976772,0.23969975066825,"index"
"263",39,39,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2016,3238639.63335223,1994710.03253195,5258301.45918811,14.9906639333507,0.247277341080334,"index"
"264",40,40,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2018,5499081.0732634,3390041.27523077,8920213.7069158,15.5200915586552,0.246810098350824,"index"
"265",41,41,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2022,5913652.88150824,3514565.49100678,9950388.03301768,15.5927742833041,0.26548846176152,"index"
"266",42,42,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3",2024,3255891.58427056,1860544.35481072,5697703.46034149,14.995976708336,0.285513941073222,"index"
"267",43,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1991,13071955.5635733,9116926.41009236,18742722.5547064,16.3859796967167,0.18384848433365,"index"
"268",44,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1994,10038499.4579354,6932994.27187721,14535057.6410736,16.1219382046772,0.188848293072615,"index"
"269",45,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",1997,4275199.35767231,2621272.85171263,6972692.49780698,15.2683412926393,0.249581480817583,"index"
"270",46,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2000,10128653.025961,6280875.18702672,16333649.2233136,16.1308788985744,0.243810096827077,"index"
"271",47,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2002,11003101.7286187,6984246.25787483,17334475.7873944,16.213687766344,0.231902286857279,"index"
"272",48,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2004,5002057.92707883,3157613.94594818,7923889.34624462,15.4253599711361,0.234714900281135,"index"
"273",49,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2006,3861340.17019002,2338097.0722105,6376958.46213384,15.1665248755327,0.255962323797994,"index"
"274",50,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2010,5243548.39074521,3111346.17317438,8836946.51631607,15.4725090009248,0.266302320567924,"index"
"275",51,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2012,3066821.36853349,1938430.71573388,4852065.76131499,14.9361521983397,0.234067007188985,"index"
"276",52,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2014,5717631.74625454,3711878.07278675,8807216.22443654,15.5590652472467,0.220420745011847,"index"
"277",53,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2016,4081860.02080668,2547323.95075463,6540817.5605321,15.2220633299478,0.240570438358769,"index"
"278",54,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2018,5734107.59496391,3527013.55331881,9322331.60252074,15.561942689631,0.247953861152887,"index"
"279",55,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2022,5818609.1106213,3497886.28641443,9679048.77688577,15.576571806717,0.25964884297406,"index"
"280",56,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1",2024,3875428.23955707,2273204.90359803,6606946.87759314,15.1701667280975,0.27218126800706,"index"
