"","X.5","X.4","X.3","X.2","X.1","X","srvy","common_name","file_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","effort","year","est","lwr","upr","log_est","se","type","X.14","X.13","X.12","X.11","X.10","X.9","X.8","X.7","X.6","X.21","X.20","X.19","X.18","X.17","X.16","X.15"
"396",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2023,3729480.00143813,2016010.81962286,6899278.98488605,15.1317793720994,0.313856837123657,"index",54,54,54,54,54,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2010,4616459.74539309,2622532.81703562,8126380.89498706,15.3451386804326,0.288519356515303,"index",55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2017,4045486.05292362,2166260.44739946,7554935.24522708,15.2131122626709,0.318678978181851,"index",56,56,56,56,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2019,3988944.71478586,1978510.46085907,8042252.11460807,15.1990372713746,0.357752718847951,"index",57,57,57,57,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2021,1777478.68615641,1067658.21296211,2959215.26325807,14.390706449677,0.260070201152082,"index",58,58,58,58,58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2022,2432999.46701633,1386037.63660854,4270797.74037448,14.7046354027012,0.287084759687444,"index",59,59,59,59,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2023,2980190.98445718,1358952.45523324,6535576.92150127,14.907497945172,0.400656973269167,"index",60,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2010,3155669.4167135,1749314.86979636,5692656.95931585,14.9647112079056,0.301013919791556,"index",61,61,61,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2017,4042903.22159267,2079671.00827566,7859448.15027101,15.2124736110603,0.339166100109273,"index",62,62,62,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2019,3819005.18451157,1766017.96245244,8258579.98583014,15.1555005237641,0.393508604489307,"index",63,63,63,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2021,2237817.21442796,1276141.77769139,3924192.41555554,14.6210114908939,0.286566308139459,"index",64,64,64,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2022,2126354.49895642,1111075.53285903,4069375.41284681,14.569919568554,0.331169613825195,"index",65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2023,3859797.72290643,1794434.50571893,8302358.4389807,15.1661253366758,0.39078516291349,"index",66,66,66,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2010,3736365.30330742,2326152.20067127,6001509.99394233,15.1336238528087,0.241789039041674,"index",67,67,67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2017,3477067.44652395,2157135.68688098,5604653.47692504,15.0616998087092,0.24357997581237,"index",68,68,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2019,3750280.80750598,2132834.7168729,6594325.3942194,15.1373412771447,0.287953643903023,"index",69,69,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2021,1896368.51120842,1228319.08082268,2927751.90620195,14.4554513053629,0.221582701033186,"index",70,70,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2022,1909708.61950612,1265813.18275196,2881141.59428105,14.4624612331527,0.209818104090603,"index",71,71,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2023,2987999.59485217,1740348.38173269,5130088.70669208,14.9101146896432,0.275779975229467,"index",72,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2010,3214750.7858001,2023517.48091635,5107256.40488281,14.9832603965685,0.236184194203892,"index",73,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2017,3779237.87101139,2272420.54048056,6285209.37531497,15.1450329258419,0.259533742005937,"index",74,74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2019,3211073.55248528,1761633.03702349,5853088.09653807,14.9821158792202,0.306313832904107,"index",75,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2021,1785302.03986058,1156352.09435395,2756343.32232614,14.3950981688874,0.221594534686794,"index",76,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2022,1950834.08712198,1216736.46306501,3127837.25235798,14.4837675760722,0.240864004465398,"index",77,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2023,2593748.33375139,1407658.81667772,4779233.67447523,14.7686146205518,0.311830297258905,"index",78,78,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2010,3239950.6650362,1993307.0119869,5266263.6757621,14.9910686608119,0.247842833930043,"index",79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2017,3499128.67636184,1963056.66176334,6237161.53090532,15.0680245458556,0.294909096642038,"index",80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2019,3144150.14738469,1629981.01217792,6064905.09732398,14.9610541881927,0.335197620788088,"index",81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2021,2152106.75784941,1371128.14450374,3377921.68860878,14.5819578076994,0.230011055901752,"index",82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2022,2056012.6808979,1208929.52507507,3496637.36085068,14.5362790732901,0.270940303748256,"index",83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2023,3443050.18160388,1827915.8094271,6485306.64919294,15.0518683171793,0.323057642053728,"index",84,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2010,3684774.37376729,2278946.22831636,5957824.72480843,15.1197198534454,0.245155596585549,"index",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2017,3346768.2265426,2031982.03324799,5512281.79133614,15.0235057296758,0.254588088289269,"index",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2019,3773088.94084631,2215927.06492566,6424489.49736273,15.1434045716467,0.271547417440737,"index",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2021,1869006.7015117,1214289.92465265,2876731.47851809,14.4409176720448,0.220028345258488,"index",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2022,2335324.42356577,1488825.16987967,3663116.57919081,14.6636613788625,0.229679469670728,"index",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",NA,NA,NA,NA,NA,NA,"NBS","Pacific halibut","pacific_halibut",10120,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2023,2756662.61626762,1566927.60434292,4849738.27690919,14.8295313090203,0.28822161701405,"index",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",1,1,1,1,1,1,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2010,454952.873781921,223064.060331699,927904.374441333,13.0279491184633,0.363646908226132,"index",1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"434",2,2,2,2,2,2,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2017,533796.667148776,278130.216522868,1024480.13531717,13.1877702723002,0.332621206143829,"index",2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
"435",3,3,3,3,3,3,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2019,899116.121671653,465488.43891546,1736691.46785554,13.7091674727115,0.335886239928713,"index",3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA
"436",4,4,4,4,4,4,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2021,878409.96702357,470905.614735244,1638553.55727743,13.6858686964667,0.318095506759694,"index",4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA
"437",5,5,5,5,5,5,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2022,547300.58535238,329234.741529724,909800.49473307,13.2127534466589,0.259304341942021,"index",5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA
"438",6,6,6,6,6,6,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2023,714694.477976806,427838.360478324,1193881.25057201,13.479610426827,0.261795466690552,"index",6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA
"439",7,7,7,7,7,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2010,574922.78318566,338748.910695672,975755.777183577,13.2619910206499,0.269890972135214,"index",7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA
"440",8,8,8,8,8,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2017,494990.933659948,283437.987826587,864443.140753074,13.1122947255446,0.284467515497328,"index",8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA
"441",9,9,9,9,9,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2019,916892.987128739,524023.955582568,1604302.13330848,13.7287460455506,0.285440636126318,"index",9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA
"442",10,10,10,10,10,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2021,715413.791813659,400289.460747478,1278616.96024037,13.4806163840859,0.296267264305451,"index",10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA
"443",11,11,11,11,11,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2022,682246.081186455,398968.310160677,1166658.36218125,13.4331456945987,0.273733818207386,"index",11,11,11,11,11,11,11,11,11,NA,NA,NA,NA,NA,NA,NA
"444",12,12,12,12,12,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2023,761639.482002009,445841.331315608,1301123.65049808,13.5432286019796,0.273224507124032,"index",12,12,12,12,12,12,12,12,12,NA,NA,NA,NA,NA,NA,NA
"445",13,13,13,13,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2010,554341.206936389,NA,NA,13.2255356731398,NA,"index",13,13,13,13,13,13,13,13,13,NA,NA,NA,NA,NA,NA,NA
"446",14,14,14,14,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2017,150691.316906813,NA,NA,11.9229887645525,NA,"index",14,14,14,14,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA
"447",15,15,15,15,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2019,836533.168222112,NA,NA,13.6370214498149,NA,"index",15,15,15,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA
"448",16,16,16,16,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2021,1380334.4956299,NA,NA,14.1378364158997,NA,"index",16,16,16,16,16,16,16,16,16,NA,NA,NA,NA,NA,NA,NA
"449",17,17,17,17,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2022,943264.984407951,NA,NA,13.7571025236351,NA,"index",17,17,17,17,17,17,17,17,17,NA,NA,NA,NA,NA,NA,NA
"450",18,18,18,18,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_1",2023,310828.820195022,NA,NA,12.6469976222468,NA,"index",18,18,18,18,18,18,18,18,18,NA,NA,NA,NA,NA,NA,NA
"451",19,19,19,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2010,771802.057376545,195431.708761449,3048013.13740634,13.5564833937682,0.70078691395249,"index",19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA,NA,NA
"452",20,20,20,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2017,559952.085278832,268721.474680434,1166807.89349264,13.2356064970486,0.374586365245982,"index",20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA
"453",21,21,21,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2019,750987.32495534,339810.563123255,1659695.20505756,13.5291440530477,0.40459951574129,"index",21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA
"454",22,22,22,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2021,886051.027910088,335476.288656146,2340214.34780213,13.6945298215067,0.495531178591898,"index",22,22,22,22,22,22,22,22,22,NA,NA,NA,NA,NA,NA,NA
"455",23,23,23,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2022,925605.626210534,388292.822102171,2206442.47461046,13.7382035332901,0.443216564200734,"index",23,23,23,23,23,23,23,23,23,NA,NA,NA,NA,NA,NA,NA
"456",24,24,24,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2023,966194.355083153,365820.121821099,2551886.77743398,13.7811202886958,0.495531180786217,"index",24,24,24,24,24,24,24,24,24,NA,NA,NA,NA,NA,NA,NA
"457",25,25,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2010,1291241.95278337,558633.852615813,2984612.86014195,14.071115067283,0.427490270550302,"index",25,25,25,25,25,25,25,25,25,NA,NA,NA,NA,NA,NA,NA
"458",26,26,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2017,723433.168209902,364998.712777937,1433855.875499,13.4917634478913,0.349044343347553,"index",26,26,26,26,26,26,26,26,26,NA,NA,NA,NA,NA,NA,NA
"459",27,27,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2019,609327.827926018,243354.857946525,1525674.91365479,13.320111707155,0.468292140333133,"index",27,27,27,27,27,27,27,27,27,NA,NA,NA,NA,NA,NA,NA
"460",28,28,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2021,1684998.42975735,515222.626642564,5510665.80050344,14.3372751898734,0.604562547189303,"index",28,28,28,28,28,28,28,28,28,NA,NA,NA,NA,NA,NA,NA
"461",29,29,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2022,291389.581445888,104427.140354529,813082.57496038,12.5824164186583,0.523566525214368,"index",29,29,29,29,29,29,29,29,29,NA,NA,NA,NA,NA,NA,NA
"462",30,30,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2023,475192.218523973,111329.435909822,2028283.37986589,13.0714746717365,0.740434879060853,"index",30,30,30,30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA
"463",31,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2010,396805.486103226,172561.006205798,912457.554946313,12.8912014801623,0.424852382306779,"index",31,31,31,31,31,31,31,31,31,NA,NA,NA,NA,NA,NA,NA
"464",32,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2017,526356.132986147,228899.407094753,1210360.40350006,13.1737333215279,0.424852401572566,"index",32,32,32,32,32,32,32,32,32,NA,NA,NA,NA,NA,NA,NA
"465",33,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2019,662379.387727403,331289.984921343,1324357.73266825,13.4035937640077,0.353498539400979,"index",33,33,33,33,33,33,33,33,33,NA,NA,NA,NA,NA,NA,NA
"466",34,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2021,1505700.02321429,683378.605405414,3317535.17299908,14.2247684797287,0.403050348830465,"index",34,34,34,34,34,34,34,34,34,NA,NA,NA,NA,NA,NA,NA
"467",35,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2022,669566.378323432,315269.874611739,1422017.04344023,13.4143855853129,0.384293433677062,"index",35,35,35,35,35,35,35,35,35,NA,NA,NA,NA,NA,NA,NA
"468",36,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2023,310431.059264235,134998.883622946,713838.81088284,12.6457171243479,0.424852366160509,"index",36,36,36,36,36,36,36,36,36,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2010,1193484.89560699,521829.048828001,2729641.43955028,13.9923880691359,0.42209589313926,"index",37,37,37,37,37,37,37,37,37,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,NA,NA,NA,NA,"NBS","red king crab","red_king_crab",69322,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2017,562612.198022232,290801.021647528,1088484.77756405,13.2403458563212,0.336716043590933,"index",38,38,38,38,38,38,38,38,38,NA,NA,NA,NA,NA,NA,NA
